town,flat_type,block / building,street_name,storey,floor_area_sqm,flat_model,lease_commence_date,rental_date,property_type
"Macpherson, Braddell",4 ROOM,THE ADDITION,MEYAPPA CHETTIAR ROAD,01,88.0,Apartment,Freehold,2025-07-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",EXECUTIVE,ST PATRICK'S LOFT,ST. PATRICK'S ROAD,01,140.0,Apartment,Freehold,2025-07-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",3 ROOM,ZEDGE,AKYAB ROAD,16,67.0,Apartment,Freehold,2025-07-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",5 ROOM,PARADISE PALMS,DUNMAN ROAD,01,110.0,Apartment,Freehold,2025-07-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",4 ROOM,ONE FORT,FORT ROAD,16,96.0,Condominium,Freehold,2025-07-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",3 ROOM,RIVERBAY,MAR THOMA ROAD,21,73.0,Apartment,1882,2025-07-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",EXECUTIVE,PARK INFINIA AT WEE NAM,LINCOLN ROAD,21,133.0,Condominium,Freehold,2025-07-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",1 ROOM,PRESTIGE HEIGHTS,BALESTIER ROAD,06,38.0,Apartment,Freehold,2025-07-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",4 ROOM,RYMDEN 77,LORONG H TELOK KURAU,01,91.0,Apartment,Freehold,2025-07-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",4 ROOM,THE ARTE,JALAN RAJA UDANG,11,98.0,Condominium,Freehold,2025-07-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",4 ROOM,SCENIC HEIGHTS,BALESTIER ROAD,06,85.0,Apartment,Freehold,2025-07-01,Condo / Private Apartment
"Geylang, Eunos",4 ROOM,ASTOR,LENGKONG EMPAT,11,109.0,Apartment,2002,2025-07-01,Condo / Private Apartment
"Geylang, Eunos",2 ROOM,VACANZA @ EAST,LENGKONG TUJOH,11,45.0,Condominium,Freehold,2025-07-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",5 ROOM,MOONSTONE RESIDENCES,MOONSTONE LANE,16,115.0,Apartment,Freehold,2025-07-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",3 ROOM,CHELSEA LODGE,TANJONG KATONG ROAD,01,50.0,Apartment,Freehold,2025-07-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",5 ROOM,MABELLE,LORONG M TELOK KURAU,01,115.0,Apartment,Freehold,2025-07-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",4 ROOM,THE VIRIDIAN,JALAN AMPAS,16,83.0,Apartment,Freehold,2025-07-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",2 ROOM,LAVERNE'S LOFT,LORONG L TELOK KURAU,01,44.0,Apartment,Freehold,2025-07-01,Condo / Private Apartment
"Geylang, Eunos",5 ROOM,GEMS VILLE,LORONG 13 GEYLANG,01,113.0,Apartment,Freehold,2025-07-01,Condo / Private Apartment
"Macpherson, Braddell",4 ROOM,PARC MONDRIAN,WOODLEIGH CLOSE,11,84.0,Apartment,Freehold,2025-07-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",1 ROOM,SUITES @ EASTCOAST,UPPER EAST COAST ROAD,01,35.0,Condominium,Freehold,2025-07-01,Condo / Private Apartment
"Macpherson, Braddell",3 ROOM,THE VENUE RESIDENCES,TAI THONG CRESCENT,01,79.0,Apartment,2012,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",5 ROOM,EASTERN LAGOON,UPPER EAST COAST ROAD,01,118.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",5 ROOM,THE GLACIER,JOO CHIAT PLACE,01,125.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",MANSIONETTE,SHELFORD GREEN,SHELFORD ROAD,01,264.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",MANSIONETTE,TAIPAN REGENCY,HAIG ROAD,01,327.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",5 ROOM,THE LINE @ TANJONG RHU,TANJONG RHU ROAD,06,113.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",EXECUTIVE,KING'S MANSION,TANJONG KATONG ROAD,01,149.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",4 ROOM,RESIDENTIAL APARTMENTS,TANJONG KATONG ROAD,01,95.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",MANSIONETTE,TEMBELING CENTRE,TEMBELING ROAD,01,200.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Macpherson, Braddell",5 ROOM,WAN THO LODGE,WAN THO AVENUE,01,111.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",4 ROOM,NOVENA COURT,JALAN NOVENA BARAT,01,80.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",EXECUTIVE,THE MAKENA,MEYER ROAD,11,152.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",4 ROOM,WANG LODGE,LORONG 4 GEYLANG,06,94.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",3 ROOM,PALM OASIS,LORONG H TELOK KURAU,01,69.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Macpherson, Braddell",3 ROOM,CASA MEYA,MEYAPPA CHETTIAR ROAD,06,75.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",3 ROOM,THE VERVE,JALAN RAJAH,06,76.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",5 ROOM,THE SUNNY SPRING,LORONG 40 GEYLANG,01,111.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",5 ROOM,COTE D'AZUR,MARINE PARADE ROAD,16,119.0,Condominium,2001,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",4 ROOM,TREESCAPE,LORONG N TELOK KURAU,01,95.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",2 ROOM,THE COTZ,TELOK KURAU ROAD,01,42.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",2 ROOM,WATERBANK AT DAKOTA,DAKOTA CRESCENT,16,45.0,Condominium,2009,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",EXECUTIVE,CUBIK,LORONG K TELOK KURAU,01,189.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",5 ROOM,EAST VIEW,BROOKE ROAD,11,121.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",EXECUTIVE,THE GLYNDEBOURNE,TREVOSE CRESCENT,01,179.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",2 ROOM,SMART SUITES,SIMS AVENUE,01,45.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",5 ROOM,DERBYSHIRE HEIGHTS,DERBYSHIRE ROAD,01,120.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",5 ROOM,AMBER 45,AMBER ROAD,21,118.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",EXECUTIVE,CRESCENDO PARK,JALAN TUA KONG,01,134.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",EXECUTIVE,SOLEIL @ SINARAN,SINARAN DRIVE,31,134.0,Condominium,2006,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",EXECUTIVE,GILSTEAD COURT,GILSTEAD ROAD,-,136.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",EXECUTIVE,AXIS @ SIGLAP,EAST COAST TERRACE,01,166.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",2 ROOM,448@EAST COAST,EAST COAST ROAD,01,41.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",4 ROOM,ASTORIA PARK,LORONG MYDIN,01,89.0,Condominium,1993,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",3 ROOM,MELOSA,LORONG 28 GEYLANG,06,50.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",4 ROOM,THE AMBRA,LORONG H TELOK KURAU,01,107.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",4 ROOM,SOLEIL @ SINARAN,SINARAN DRIVE,06,102.0,Condominium,2006,2025-06-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",4 ROOM,REGENT RESIDENCES,SERANGOON ROAD,16,80.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",3 ROOM,33 RESIDENCES,LORONG 30 GEYLANG,01,63.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",4 ROOM,EAST GROVE,EAST COAST ROAD,01,82.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",4 ROOM,SHELFORD REGENCY,SHELFORD ROAD,01,107.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",EXECUTIVE,MARINE BLUE,MARINE PARADE ROAD,01,148.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",MANSIONETTE,MOUNT ROSIE GARDEN,GOLDHILL AVENUE,01,275.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Macpherson, Braddell",4 ROOM,INTERO,LEICESTER ROAD,11,94.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",4 ROOM,THE AMARELLE,LIM AH WOO ROAD,01,93.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",3 ROOM,THE ANTARES,MATTAR ROAD,01,63.0,Apartment,2018,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",5 ROOM,NEWTON 18,NEWTON ROAD,16,116.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Macpherson, Braddell",2 ROOM,18 WOODSVILLE,WOODSVILLE CLOSE,01,46.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",4 ROOM,D' CASTILIA,JOO CHIAT LANE,01,105.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",4 ROOM,SINGA HILLS,JALAN SINGA,01,108.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",MANSIONETTE,WATTEN HILL,WATTEN ESTATE ROAD,-,248.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",5 ROOM,AMBER SKYE,AMBER ROAD,01,113.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",EXECUTIVE,PALM LOFT,JOO CHIAT TERRACE,01,143.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",2 ROOM,CENTRA SUITES,LORONG 25A GEYLANG,01,43.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",4 ROOM,FYVE DERBYSHIRE,DERBYSHIRE ROAD,16,87.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",3 ROOM,CITY REGENCY,ST. MICHAEL'S ROAD,06,79.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",1 ROOM,TREASURES @ G20,LORONG 20 GEYLANG,01,39.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",EXECUTIVE,NEPTUNE COURT,MARINE VISTA,01,152.0,Apartment,1975,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",4 ROOM,HOMEY GARDENS,LORONG M TELOK KURAU,01,95.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",EXECUTIVE,LAGUNA PARK,MARINE PARADE ROAD,16,150.0,Apartment,1977,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",4 ROOM,DAKOTA RESIDENCES,DAKOTA CRESCENT,16,95.0,Condominium,2007,2025-06-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",4 ROOM,GEM RESIDENCES,LORONG 5 TOA PAYOH,36,87.0,Condominium,2015,2025-06-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",2 ROOM,GEM RESIDENCES,LORONG 5 TOA PAYOH,21,42.0,Condominium,2015,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",MANSIONETTE,THE ARCADIA,ARCADIA ROAD,06,347.0,Condominium,1979,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",4 ROOM,PAVILION 11,AKYAB ROAD,11,89.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",EXECUTIVE,THE ELEGANCE @ CHANGI,LORONG 107 CHANGI,01,187.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",4 ROOM,TRELLIS TOWERS,LORONG 1 TOA PAYOH,21,106.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",4 ROOM,TRELLIS TOWERS,LORONG 1 TOA PAYOH,16,108.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",EXECUTIVE,LAGUNA PARK,MARINE PARADE ROAD,11,150.0,Apartment,1977,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",EXECUTIVE,MELROSE VILLE,ROSE LANE,01,193.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",5 ROOM,MOONSTONE RESIDENCES,MOONSTONE LANE,06,115.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",4 ROOM,THE CITRINE,JALAN DATOH,16,89.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Macpherson, Braddell",5 ROOM,WOODSVILLE 28,WOODSVILLE CLOSE,06,111.0,Apartment,2007,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",EXECUTIVE,RESIDENCES @ EVELYN,EVELYN ROAD,26,142.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",5 ROOM,WATER PLACE,TANJONG RHU ROAD,11,113.0,Condominium,1998,2025-06-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",4 ROOM,THE VIRIDIAN,JALAN AMPAS,06,83.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",3 ROOM,COASTLINE RESIDENCES,AMBER ROAD,11,66.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",EXECUTIVE,THOMSON 800,THOMSON ROAD,06,151.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",3 ROOM,VERTICUS,JALAN KEMAMAN,06,70.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Macpherson, Braddell",4 ROOM,PARK COLONIAL,WOODLEIGH LANE,01,91.0,Condominium,2017,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",4 ROOM,AMBER PARK,AMBER GARDENS,01,88.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",4 ROOM,THE ANSLEY,MANDALAY ROAD,06,102.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",4 ROOM,THE ADARA,CHAPEL ROAD,01,104.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",2 ROOM,OPAL SUITES,OPAL CRESCENT,06,42.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",5 ROOM,OCEAN PARK,EAST COAST ROAD,11,121.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Macpherson, Braddell",EXECUTIVE,NIN RESIDENCE,PHENG GECK AVENUE,16,162.0,Apartment,2010,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",4 ROOM,VILLA MARINA,JALAN SEMPADAN,01,105.0,Condominium,1995,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",3 ROOM,CENTRAL IMPERIAL,LORONG 14 GEYLANG,06,51.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",EXECUTIVE,GOLDHILL TOWERS,GOLDHILL AVENUE,11,144.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",3 ROOM,ARENA RESIDENCES,GUILLEMARD CRESCENT,01,51.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",5 ROOM,DE CASALLE,LORONG N TELOK KURAU,01,116.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",3 ROOM,MARINE BLUE,MARINE PARADE ROAD,06,68.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",EXECUTIVE,ROCHELLE AT NEWTON,KENG LEE ROAD,01,158.0,Condominium,2008,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",5 ROOM,1 MOULMEIN RISE,MOULMEIN RISE,16,115.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Macpherson, Braddell",2 ROOM,18 WOODSVILLE,WOODSVILLE CLOSE,11,46.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",5 ROOM,SIMS GREEN,LORONG 27A GEYLANG,06,115.0,Apartment,2001,2025-06-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",5 ROOM,DE ROYALE,JALAN RAMA RAMA,31,119.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",2 ROOM,SUITES@CHANGI,CHANGI ROAD,01,41.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",MANSIONETTE,PEBBLE BAY,TANJONG RHU ROAD,11,217.0,Condominium,1994,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",MANSIONETTE,CAMELOT BY-THE-WATER,TANJONG RHU ROAD,01,306.0,Condominium,1996,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",5 ROOM,LA MAISON,MOULMEIN RISE,06,117.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",EXECUTIVE,AALTO,MEYER ROAD,06,144.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Macpherson, Braddell",4 ROOM,CLYDESWOOD,DAISY ROAD,01,107.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",3 ROOM,THE INTERWEAVE,KIM KEAT ROAD,06,71.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",4 ROOM,WATERBANK AT DAKOTA,DAKOTA CRESCENT,01,82.0,Condominium,2009,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",2 ROOM,QUESTA @ DUNMAN,DUNMAN ROAD,06,49.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",4 ROOM,TOPAZ MANSIONS,TOPAZ ROAD,01,109.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",4 ROOM,CENTRA RESIDENCE,LORONG 7 GEYLANG,06,103.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",4 ROOM,THE SUNNY SPRING,LORONG 40 GEYLANG,06,103.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",2 ROOM,NYON,AMBER ROAD,11,45.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",4 ROOM,OLEANDER TOWERS,LORONG 1 TOA PAYOH,06,107.0,Apartment,1995,2025-06-01,Condo / Private Apartment
"Macpherson, Braddell",5 ROOM,PARC MONDRIAN,WOODLEIGH CLOSE,01,112.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",MANSIONETTE,SKY@ELEVEN,THOMSON LANE,06,252.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",EXECUTIVE,AMBER POINT,AMBER ROAD,16,157.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Macpherson, Braddell",4 ROOM,THE VENUE RESIDENCES,TAI THONG CRESCENT,11,105.0,Apartment,2012,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",5 ROOM,EASTWIND MANSIONS,JOO CHIAT TERRACE,01,118.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Macpherson, Braddell",4 ROOM,8@WOODLEIGH,WOODLEIGH CLOSE,06,107.0,Condominium,2008,2025-06-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",5 ROOM,RITZ MANSIONS,BALESTIER ROAD,06,121.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",2 ROOM,26 NEWTON,NEWTON ROAD,16,44.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",EXECUTIVE,COSTA RHU,RHU CROSS,06,153.0,Condominium,1994,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",5 ROOM,TANJONG RIA CONDOMINIUM,TANJONG RHU ROAD,06,112.0,Condominium,1993,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",4 ROOM,COSY 23,LORONG 30 GEYLANG,06,95.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",3 ROOM,NOMA,GUILLEMARD ROAD,01,56.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",2 ROOM,SIMS EDGE,GEYLANG EAST AVENUE 2,06,44.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",4 ROOM,LEVILLE ISUITES,CEYLON ROAD,01,98.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",4 ROOM,OLEANDER TOWERS,LORONG 1 TOA PAYOH,16,106.0,Apartment,1995,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",1 ROOM,TRE RESIDENCES,GEYLANG EAST AVENUE 1,06,39.0,Condominium,2014,2025-06-01,Condo / Private Apartment
"Geylang, Eunos",EXECUTIVE,EUNOS PARK,KAMPONG EUNOS,01,152.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",4 ROOM,SERAYA RESIDENCES,SERAYA LANE,01,105.0,Apartment,Freehold,2025-05-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",4 ROOM,RESIDENTIAL APARTMENTS,CHAPEL CLOSE,01,83.0,Apartment,Freehold,2025-05-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",3 ROOM,THE CAPE,AMBER ROAD,06,54.0,Apartment,Freehold,2025-05-01,Condo / Private Apartment
"Macpherson, Braddell",EXECUTIVE,WOODSVILLE 28,WOODSVILLE CLOSE,16,130.0,Apartment,2007,2025-05-01,Condo / Private Apartment
"Geylang, Eunos",EXECUTIVE,WATERBANK AT DAKOTA,DAKOTA CRESCENT,06,146.0,Condominium,2009,2025-05-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",5 ROOM,VILLA MARTIA,MARTIA ROAD,01,128.0,Condominium,Freehold,2025-05-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",MANSIONETTE,PARKSHORE,TANJONG RHU ROAD,06,216.0,Condominium,Freehold,2025-05-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",EXECUTIVE,THE RIVERINE BY THE PARK,KALLANG ROAD,26,165.0,Apartment,Freehold,2025-05-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",EXECUTIVE,THE VIEW @ MEYER,MEYER ROAD,16,157.0,Apartment,Freehold,2025-05-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",EXECUTIVE,MANDARIN GARDENS,SIGLAP ROAD,06,146.0,Condominium,1982,2025-05-01,Condo / Private Apartment
"Geylang, Eunos",3 ROOM,WATERBANK AT DAKOTA,DAKOTA CRESCENT,11,58.0,Condominium,2009,2025-05-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",4 ROOM,THE ELYSIA,MAR THOMA ROAD,01,95.0,Apartment,1882,2025-05-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",5 ROOM,TANJONG RIA CONDOMINIUM,TANJONG RHU ROAD,01,112.0,Condominium,1993,2025-05-01,Condo / Private Apartment
"Macpherson, Braddell",3 ROOM,E MAISON,BRADDELL ROAD,01,56.0,Apartment,Freehold,2025-05-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",EXECUTIVE,THE HACIENDA,HACIENDA GROVE,01,157.0,Condominium,Freehold,2025-05-01,Condo / Private Apartment
"Macpherson, Braddell",3 ROOM,DAISY SUITES,DAISY ROAD,01,55.0,Apartment,Freehold,2025-05-01,Condo / Private Apartment
"Geylang, Eunos",2 ROOM,IDYLLIC SUITES,LORONG 30 GEYLANG,06,41.0,Apartment,Freehold,2025-05-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",4 ROOM,GAIA,JALAN DUSUN,06,85.0,Apartment,Freehold,2025-05-01,Condo / Private Apartment
"Geylang, Eunos",4 ROOM,ASTOR,LENGKONG EMPAT,01,80.0,Apartment,2002,2025-05-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",4 ROOM,FIVENINE,LORONG K TELOK KURAU,01,98.0,Apartment,Freehold,2025-05-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",4 ROOM,SPRINGVALE,EAST COAST ROAD,01,85.0,Apartment,Freehold,2025-05-01,Condo / Private Apartment
"Watten Estate, Novena, Thomson",4 ROOM,MIRO,LINCOLN ROAD,06,99.0,Apartment,Freehold,2025-05-01,Condo / Private Apartment
"Katong, Joo Chiat, Amber Road",EXECUTIVE,LAGOON VIEW,MARINE PARADE ROAD,06,153.0,Apartment,1977,2025-05-01,Condo / Private Apartment
"Balestier, Toa Payoh, Serangoon",3 ROOM,PINNACLE 16,SHAN ROAD,01,54.0,Apartment,Freehold,2025-05-01,Condo / Private Apartment
